deg,phi,Eun,rpa
10.0,0.17453292519943295,10.040510145884586,0.4
15.0,0.2617993877991494,12.186259346746182,0.4
20.0,0.3490658503988659,15.008356772997885,0.4
25.0,0.4363323129985824,18.4904724449409,0.4
30.0,0.5235987755982988,22.601543903387437,0.4
35.0,0.6108652381980153,27.305796709305888,0.4
40.0,0.6981317007977318,32.549471141728986,0.4
45.0,0.7853981633974483,38.24880170659732,0.4
50.0,0.8726646259971648,44.30162744028042,0.4
55.0,0.9599310885968813,50.566397394756294,0.4
60.0,1.0471975511965976,56.901330922505906,0.4
65.0,1.1344640137963142,63.11422753087182,0.4
70.0,1.2217304763960306,68.99750300243373,0.4
75.0,1.3089969389957472,74.3244246701528,0.4
80.0,1.3962634015954636,78.84956849063694,0.4
100.0,1.7453292519943295,82.64500476257601,0.4
105.0,1.8325957145940461,74.13268368672065,0.4
110.0,1.9198621771937625,25.369641750737614,0.4
115.0,2.007128639793479,24.760706447909893,0.4
120.0,2.0943951023931953,23.853131677883248,0.4
125.0,2.1816615649929116,22.609607069532768,0.4
130.0,2.2689280275926285,21.066712467256266,0.4
135.0,2.356194490192345,19.32516152848777,0.4
140.0,2.443460952792061,17.50055504789823,0.4
145.0,2.5307274153917776,15.70220577622658,0.4
150.0,2.6179938779914944,14.014908870609029,0.4
155.0,2.705260340591211,12.501362433405893,0.4
160.0,2.792526803190927,11.200449130785366,0.4
165.0,2.8797932657906435,10.143252514751023,0.4
170.0,2.9670597283903604,9.351120360932697,0.4
175.0,3.0543261909900763,8.855564436905922,0.4
